ARQUIVO: cpos - PLANILHA: Comp EDIF Sem Des Julho24
DATA DA CONVERSÃO: 28/06/2025 11:44


CODIGO    DESCRICAO                                                                                                                                                                                                                                UNIDADE   PRECO_UNITARIO  FONTE
7002095   RESPIRO PARA ARMÁRIO EM LATÃO CROMADO - DIÂMETRO 10CM                                                                                                                                                                                    UN        59,59           cpos 
7003001   PORTA DE MADEIRA LISA COMUM/ ENCABEÇADA, REVESTIDA COM LAMINADO MELAMÍNICO - 2 FOLHAS 124X210CM                                                                                                                                          UN        1.432,92        cpos 
7003002   PORTA DE MADEIRA LISA COMUM/ ENCABEÇADA, REVESTIDA COM LAMINADO MELAMÍNICO - 2 FOLHAS 144X210CM                                                                                                                                          UN        1.534,33        cpos 
7003003   PORTA DE MADEIRA LISA COMUM/ ENCABEÇADA, REVESTIDA COM LAMINADO MELAMÍNICO - 2 FOLHAS 164X210CM                                                                                                                                          UN        1.634,54        cpos 
7003004   PORTA DE MADEIRA LISA COMUM/ ENCABEÇADA, REVESTIDA COM LAMINADO MELAMÍNICO - 2 FOLHAS 184X210CM                                                                                                                                          UN        1.848,82        cpos 
7003005   PORTA DE MADEIRA LISA COMUM/ ENCABEÇADA, REVESTIDA COM LAMINADO MELAMÍNICO - 2 FOLHAS 204X210CM                                                                                                                                          UN        2.044,78        cpos 
7003022   PORTA GUICHÊ EM MADEIRA LISA ESPECIAL/ SÓLIDA - 82X210CM - REVESTIDA COM LAMINADO MELAMÍNICO                                                                                                                                             UN        1.294,31        cpos 
7009010   ARMÁRIO SEM PORTAS, REVESTIMENTO EXTERNO E INTERNO EM LAMINADO MELAMÍNICO                                                                                                                                                                M2        1.390,75        cpos 
7009012   ARMÁRIO COM PORTAS, SEM REVESTIMENTO                                                                                                                                                                                                     M2        502,08          cpos 
7009014   ARMÁRIO COM PORTAS, REVESTIMENTO EXTERNO E INTERNO EM LAMINADO MELAMÍNICO                                                                                                                                                                M2        1.859,55        cpos 
7009018   PORTAS PARA ARMÁRIO SEM REVESTIMENTO                                                                                                                                                                                                     M2        125,16          cpos 
7009019   PORTAS PARA ARMÁRIO COM REVESTIMENTO EXTERNO EM LAMINADO MELAMÍNICO                                                                                                                                                                      M2        299,00          cpos 
7009020   PORTAS PARA ARMÁRIO COM REVESTIMENTO EXTERNO E INTERNO EM LAMINADO MELAMÍNICO                                                                                                                                                            M2        468,80          cpos 
7009025   PRATELEIRA PARA ARMÁRIO SEM REVESTIMENTO                                                                                                                                                                                                 M2        107,58          cpos 
7009026   PRATELEIRA PARA ARMÁRIO, REVESTIDA EM 1 FACE EM LAMINADO MELAMÍNICO                                                                                                                                                                      M2        281,42          cpos 
7009027   PRATELEIRA PARA ARMÁRIO, REVESTIDA EM 2 FACES, EM LAMINADO MELAMÍNICO                                                                                                                                                                    M2        451,22          cpos 
7009030   GAVETA PARA ARMÁRIO SEM REVESTIMENTO                                                                                                                                                                                                     UN        51,54           cpos 
7009031   GAVETA PARA ARMÁRIO,REVESTIMENTO EXTERNO EM LAMINADO MELAMÍNICO                                                                                                                                                                          UN        106,56          cpos 
7009032   GAVETA PARA ARMÁRIO, REVESTIMENTO EXTERNO E INTERNO EM LAMINADO MELAMÍNICO                                                                                                                                                               UN        205,62          cpos 
7010013   ARMÁRIO PARA CUMBUCAS                                                                                                                                                                                                                    UN        2.436,62        cpos 
7010014   ARMÁRIO PARA CANECAS                                                                                                                                                                                                                     UN        2.496,62        cpos 
7010015   ARMÁRIO PARA PRATOS                                                                                                                                                                                                                      UN        2.700,80        cpos 
7010020   CABIDE DE MADEIRA PARA SACOLAS                                                                                                                                                                                                           M         440,82          cpos 
7020010   PEITORIL DE MADEIRA                                                                                                                                                                                                                      M         260,74          cpos 
7060001   RETIRADA DE FOLHAS DE PORTA DE PASSAGEM OU JANELA                                                                                                                                                                                        UN        14,95           cpos 
7060002   RETIRADA DE BATENTES DE MADEIRA                                                                                                                                                                                                          UN        64,41           cpos 
7060008   RETIRADA DE GUARNIÇÕES OU MOLDURAS DE MADEIRA                                                                                                                                                                                            M         2,09            cpos 
7060010   RETIRADA DE GUICHÊS, INCLUSIVE BATENTE E FERRAGENS                                                                                                                                                                                       UN        64,41           cpos 
7060050   RETIRADA DE FECHADURAS DE EMBUTIR, COMPLETAS                                                                                                                                                                                             UN        14,95           cpos 
7060051   RETIRADA DE FECHADURAS, FECHOS OU TARGETAS DE SOBREPOR                                                                                                                                                                                   UN        5,98            cpos 
7060065   RETIRADA DE MAÇANETAS                                                                                                                                                                                                                    PAR       8,07            cpos 
7060066   RETIRADA DE ESPELHOS                                                                                                                                                                                                                     PAR       5,08            cpos 
7060067   RETIRADA DE ROSETAS OU ENTRADAS DE CHAVE GORGE                                                                                                                                                                                           PAR       5,08            cpos 
7060068   RETIRADA DE BORBOLETAS OU LEVANTADORES TIPO "UNHA"                                                                                                                                                                                       UN        4,04            cpos 
7060070   RETIRADA DE DOBRADIÇAS                                                                                                                                                                                                                   UN        5,98            cpos 
7070001   RECOLOCAÇÃO DE FOLHAS DE PORTA DE PASSAGEM OU JANELA                                                                                                                                                                                     UN        118,82          cpos 
7070002   RECOLOCAÇÃO DE BATENTES MADEIRA                                                                                                                                                                                                          UN        71,98           cpos 
7070008   RECOLOCAÇÃO DE GUARNIÇÕES OU MOLDURAS DE MADEIRA                                                                                                                                                                                         M         2,70            cpos 
7070010   RECOLOCAÇÃO DE GUICHÊS, INCLUSIVE BATENTE E FERRAGENS                                                                                                                                                                                    UN        102,38          cpos 
7070050   RECOLOCAÇÃO DE FECHADURAS DE EMBUTIR, COMPLETAS                                                                                                                                                                                          UN        47,55           cpos 
7070051   RECOLOCAÇÃO DE FECHADURAS, FECHOS OU TARGETAS DE SOBREPOR                                                                                                                                                                                UN        23,92           cpos 
7070065   RECOLOCAÇÃO DE MAÇANETAS                                                                                                                                                                                                                 PAR       5,08            cpos 
7070066   RECOLOCAÇÃO DE ESPELHOS                                                                                                                                                                                                                  PAR       5,08            cpos 
7070067   RECOLOCAÇÃO DE ROSETAS OU ENTRADAS DE CHAVE GORGE                                                                                                                                                                                        PAR       5,08            cpos 
7070068   RECOLOCAÇÃO DE BORBOLETAS OU LEVANTADORES TIPO "UNHA"                                                                                                                                                                                    UN        3,74            cpos 
7070070   RECOLOCAÇÃO DE DOBRADIÇAS                                                                                                                                                                                                                UN        5,08            cpos 
7080001   GUARNIÇÃO OU MOLDURA DE MADEIRA - 4,5CM                                                                                                                                                                                                  M         13,05           cpos 
7080002   GUARNIÇÃO OU MOLDURA DE MADEIRA - 7,5CM                                                                                                                                                                                                  M         17,63           cpos 
7080003   GUARNIÇÃO OU MOLDURA DE MADEIRA - 10,0CM                                                                                                                                                                                                 M         19,57           cpos 
7080004   GUARNIÇÃO OU MOLDURA DE MADEIRA - 15,0CM                                                                                                                                                                                                 M         34,66           cpos 
7080010   CONJUNTO DE FECHADURA DE CILINDRO (55MM) - TRÁFEGO INTENSO, MAÇANETA EM ZAMAC, GUARNIÇÕES EM AÇO, ACABAMENTO CROMADO BRILHANTE - INCLUSIVE ADAPTAÇÃO DA FURAÇÃO                                                                          UN        389,08          cpos 
7080012   CONJUNTO DE FECHADURA DE CILINDRO, CAIXA RASA (22MM) - PORTA COM MONTANTE ESTREITO - INCLUSIVE ADAPTAÇÃO DA FURAÇÃO                                                                                                                      UN        351,09          cpos 
7080013   CONJUNTO DE FECHADURA DE CILINDRO, SÓ LINGUETA (55MM) - TRÁFEGO INTENSO - PORTA DE ABRIR - INCLUSIVE ADAPTAÇÃO DA FURAÇÃO                                                                                                                UN        187,54          cpos 
7080014   CONJUNTO DE FECHADURA DE CILINDRO, BICO DE PAPAGAIO (22MM) - PORTA DE CORRER - INCUSIVE ADAPTAÇÃO DA FURAÇÃO                                                                                                                             UN        353,39          cpos 
7080015   FECHADURA TIPO GORGE, 55MM, TRÁFEGO INTENSO, MAÇANETA EM ZAMAC, GUARNIÇÕES EM AÇO, ACABAMENTO CROMADO BRILHANTE - INCLUSIVE ADAPTAÇÃO DA FURAÇÃO                                                                                         UN        351,89          cpos 
7080022   TARGETA DE SOBREPOR, TIPO "LIVRE-OCUPADO" - 60X65MM - INCLUSIVE ADAPTAÇÃO E FURAÇÃO                                                                                                                                                      UN        187,64          cpos 
7080035   MAÇANETA EM ZAMAC                                                                                                                                                                                                                        UN        232,93          cpos 
7080036   ESPELHO RETANGULAR EM AÇO CROMADO BRILHANTE                                                                                                                                                                                              PAR       125,74          cpos 
7080050   DOBRADIÇA EM AÇO LAMINADO, CROMADA - 3 1/2"X3"                                                                                                                                                                                           UN        31,56           cpos 
8001001   PORTA EM FERRO PERFILADO, DUPLA ALMOFADADA - ABRIR, 1 FOLHA                                                                                                                                                                              M2        1.575,91        cpos 
8001002   PORTA EM FERRO PERFILADO, DUPLA ALMOFADADA - ABRIR, 2 FOLHA                                                                                                                                                                              M2        1.015,44        cpos 
8001004   PORTA EM FERRO PERFILADO, MEIO VIDRO COM SUBDIVISÕES - ABRIR, 1 FOLHA                                                                                                                                                                    M2        1.412,67        cpos 
8001005   PORTA EM FERRO PERFILADO, MEIO VIDRO COM SUBDIVISÕES - ABRIR, 2 FOLHAS                                                                                                                                                                   M2        724,57          cpos 
8001006   PORTA EM FERRO PERFILADO, MEIO VIDRO COM SUBDIVISÕES - CORRER                                                                                                                                                                            M2        849,08          cpos 
8001010   PORTA EM FERRO PERFILADO - INSTALAÇÃO SANITÁRIA PARA PORTADORES DE DEFICIÊNCIA - 90 X 210CM                                                                                                                                              UN        3.580,69        cpos 
8001011   PORTA EM FERRO PERFILADO FIXO COMPLEMENTO PORTA (INCLUSIVE VIDRO E PINTURA)                                                                                                                                                              M2        538,87          cpos 
8001019   PORTA EM PERFIL DE CHAPA DOBRADA, MEIO VIDRO - ABRIR, 1 FOLHA                                                                                                                                                                            M2        829,93          cpos 
8001025   PORTA EM PERFIL DE CHAPA DOBRADA, VENEZIANA, ABRIR 1 FOLHA                                                                                                                                                                               M2        906,31          cpos 
8001026   PORTA EM PERFIL DE CHAPA DOBRADA, VENEZIANA, ABRIR 2 FOLHAS                                                                                                                                                                              M2        906,31          cpos 
8001039   PORTA EM ALUMÍNIO ANODIZADO, MEIO VIDRO - ABRIR, 1 FOLHA                                                                                                                                                                                 M2        1.037,07        cpos 
8001040   PORTA EM ALUMÍNIO ANODIZADO, MEIO VIDRO, DE ABRIR, 2 FOLHAS                                                                                                                                                                              M2        1.092,55        cpos 
8001041   PORTA EM ALUMÍNIO ANODIZADO,MEIO VIDRO - CORRER                                                                                                                                                                                          M2        1.098,16        cpos 
8001045   PORTA EM ALUMÍNIO ANODIZADO, VENEZIANA - ABRIR, 1 FOLHA                                                                                                                                                                                  M2        883,39          cpos 
8001050   PORTA DE ENROLAR, EM CHAPA ONDULADA N.22                                                                                                                                                                                                 M2        469,35          cpos 
8001051   PORTA DE ENROLAR, EM TIRAS ARTICULADAS E RAIADAS DE CHAPA N.22                                                                                                                                                                           M2        538,92          cpos 
8001059   COLUNA FIXA OU MÓVEL PARA PORTAS OU GRADES DE ENROLAR                                                                                                                                                                                    M         203,90          cpos 
8001061   CAVALETE CENTRAL - PARA COLUNA MÓVEL DE PORTA DE ENROLAR                                                                                                                                                                                 UN        275,22          cpos 
8001070   BATENTE ESPECIAL EM PERFIL DE CHAPA DOBRADA N. 14                                                                                                                                                                                        M         225,83          cpos 
8001071   BATENTE ESPECIAL EM PERFIL DE CHAPA DOBRADA N. 14                                                                                                                                                                                        M         225,83          cpos 
8001074   BATENTE EM PERFIL DE CHAPA DOBRADA Nº20,1 FOLHA, SEM BANDEIRA                                                                                                                                                                            JG        594,54          cpos 
8001075   BATENTE EM PERFIL DE CHAPA DOBRADA NÚMERO 20, 2 FOLHAS, SEM BANDEIRA                                                                                                                                                                     JG        722,54          cpos 
8001080   BATENTE DE ALUMÍNIO PARA DIVISÓRIA DE GRANILITE                                                                                                                                                                                          JG        256,39          cpos 
8001086   BANDEIRA FIXA EM FERRO PERFILADO COM SUBDIVISÕES PARA VIDRO                                                                                                                                                                              M2        537,94          cpos 
8002001   CAIXILHO EM FERRO PERFILADO - FIXO, SEM VENTILAÇÃO PERMANENTE                                                                                                                                                                            M2        537,94          cpos 
8002003   CAIXILHO EM FERRO PERFILADO - FIXO, COM VENTILAÇÃO PERMANENTE                                                                                                                                                                            M2        630,11          cpos 
8002005   CAIXILHO EM FERRO PERFILADO - PIVOTANTE                                                                                                                                                                                                  M2        1.350,35        cpos 
8002009   CAIXILHO EM FERRO PERFILADO - MAXIMAR                                                                                                                                                                                                    M2        990,65          cpos 
8002013   CAIXILHO EM FERRO PERFILADO - BASCULANTE                                                                                                                                                                                                 M2        952,82          cpos 
8002017   CAIXILHO EM FERRO PERFILADO - DE CORRER                                                                                                                                                                                                  M2        869,38          cpos 
8002037   CAIXILHO EM PERFIL DE CHAPA DOBRADA - BASCULANTE                                                                                                                                                                                         M2        1.332,98        cpos 
8002043   CAIXILHO EM PERFIL DE CHAPA DOBRADA, VENEZIANA, FIXO COM VENTILAÇÃO PERMANENTE                                                                                                                                                           M2        1.144,28        cpos 
8002051   JANELA EM ALUMÍNIO ANODIZADO, FIXO, SEM VENTILAÇÃO PERMANENTE                                                                                                                                                                            M2        644,58          cpos 
8002053   JANELA EM ALUMÍNIO ANODIZADO, FIXO, COM VENTILAÇÃO PERMANENTE                                                                                                                                                                            M2        925,65          cpos 
8002054   JANELA EM ALUMÍNIO ANODIZADO - PIVOTANTE                                                                                                                                                                                                 M2        1.368,98        cpos 
8002058   JANELA EM ALUMÍNIO ANODIZADO - MAXIMAR                                                                                                                                                                                                   M2        981,86          cpos 
8002062   JANELA EM ALUMÍNIO ANODIZADO - BASCULANTE                                                                                                                                                                                                M2        1.602,90        cpos 
8002066   JANELA EM ALUMÍNIO ANODIZADO - DE CORRER                                                                                                                                                                                                 M2        1.041,98        cpos 
8002074   GRADE DE PROTEÇÃO EM FERRO REDONDO                                                                                                                                                                                                       M2        145,78          cpos 
8002075   GRADE DE PROTEÇÃO EM FERRO CHATO                                                                                                                                                                                                         M2        149,94          cpos 
8002076   GRADE DE PROTEÇÃO EM FERRO GALVANIZADO ELETROFUNDIDO - BARRA 25X2MM, MALHA 65X132MM                                                                                                                                                      M2        282,01          cpos 
8002080   TELA DE PROTEÇÃO EM ARAME N.12, MALHA DE 1/2" - INCLUSIVE REQUADRO                                                                                                                                                                       M2        260,91          cpos 
8002081   TELA MOSQUITEIRO EM ARAME GALVANIZADO MALHA 14, FIO 28 INCLUSIVE REQUADRO                                                                                                                                                                M2        179,91          cpos 
8003001   PORTA EM FERRO PERFILADO COM CHAPA PARA ENTRADA DE ÁGUA OU GÁS ENCANADO                                                                                                                                                                  M2        906,02          cpos 
8003005   PORTA EM FERRO PERFILADO COM CHAPA PARA ABRIGO DE LIXO                                                                                                                                                                                   M2        462,27          cpos 
8003006   PORTA EM FERRO PERFILADO COM TELA PARA ABRIGO DE GÁS                                                                                                                                                                                     M2        430,03          cpos 
8003011   PORTA EM FERRO PERFILADO COM CHAPA PARA PASSA-PRATOS                                                                                                                                                                                     M2        1.065,62        cpos 
8003020   ALÇAPÃO EM FERRO PERFILADO COM CHAPA                                                                                                                                                                                                     M2        490,47          cpos 
8060001   RETIRADA DE ESQUADRIAS METÁLICAS EM GERAL, PORTAS OU CAIXILHOS                                                                                                                                                                           M2        37,57           cpos 
8060005   RETIRADA DE BATENTES METÁLICOS                                                                                                                                                                                                           UN        64,41           cpos 
8060020   RETIRADA DE BRAÇO DE ALAVANCA                                                                                                                                                                                                            UN        21,05           cpos 
8060021   RETIRADA DE ALAVANCA                                                                                                                                                                                                                     UN        16,84           cpos 
8060022   RETIRADA DE PUXADOR DE ENGATE, PARA CAIXILHOS DE CORRER                                                                                                                                                                                  UN        5,89            cpos 
8070001   RECOLOCAÇÃO DE ESQUADRIAS METÁLICAS EM GERAL, PORTAS OU CAIXILHOS                                                                                                                                                                        M2        53,68           cpos 
8070005   RECOLOCAÇÃO DE BATENTES METÁLICOS                                                                                                                                                                                                        UN        69,78           cpos 
8070020   RECOLOCAÇÃO DE BRAÇO DE ALAVANCA                                                                                                                                                                                                         M         50,52           cpos 
8070021   RECOLOCAÇÃO DE ALAVANCA                                                                                                                                                                                                                  UN        46,31           cpos 
8070022   RECOLOCAÇÃO DE PUXADOR DE ENGATE, PARA CAIXILHOS DE CORRER                                                                                                                                                                               UN        8,42            cpos 
8080020   BRAÇO DE ALAVANCA EM FERRO CHATO                                                                                                                                                                                                         M         56,33           cpos 
8080021   ALAVANCA EM METAL CROMADO, PARA CAIXILHOS BASCULANTES                                                                                                                                                                                    UN        61,92           cpos 
8080049   CAIXILHOS E TROCA DE REBITES                                                                                                                                                                                                             M2        5,99            cpos 
8080050   FERRO TRABALHADO - CAIXILHOS E PEQUENAS PEÇAS DE SERRALHERIA                                                                                                                                                                             KG        13,86           cpos 
8080051   ALUMÍNIO EXTRUDADO TRABALHADO - CAIXILHOS E PEQUENAS PEÇAS DE SERRALHERIA                                                                                                                                                                KG        94,46           cpos 
9001053   ENTRADA AÉREA DE ENERGIA E TELEFONE - 13 À 16KVA                                                                                                                                                                                         UN        4.121,10        cpos 
9001054   ENTRADA AÉREA DE ENERGIA E TELEFONE - 17 À 20KVA                                                                                                                                                                                         UN        4.121,10        cpos 
9001055   ENTRADA AÉREA DE ENERGIA E TELEFONE - 21 À 23KVA                                                                                                                                                                                         UN        4.902,70        cpos 
9001056   ENTRADA AÉREA DE ENERGIA E TELEFONE - 24 À 30KVA                                                                                                                                                                                         UN        8.171,41        cpos 
9001057   ENTRADA AÉREA DE ENERGIA E TELEFONE - 31 À 39KVA                                                                                                                                                                                         UN        9.382,73        cpos 
9001058   ENTRADA AÉREA DE ENERGIA E TELEFONE - 40 À 47KVA                                                                                                                                                                                         UN        10.448,18       cpos 
9001059   ENTRADA AÉREA DE ENERGIA E TELEFONE - 48 À 54KVA                                                                                                                                                                                         UN        12.180,37       cpos 
9001060   ENTRADA AÉREA DE ENERGIA E TELEFONE - 55 À 62KVA                                                                                                                                                                                         UN        13.088,82       cpos 
9001061   ENTRADA AÉREA DE ENERGIA E TELEFONE - 63 À 70KVA                                                                                                                                                                                         UN        14.346,49       cpos 
9001062   ENTRADA AÉREA DE ENERGIA E TELEFONE - 71 À 75KVA                                                                                                                                                                                         UN        15.727,33       cpos 
9001090   ENTRADA AÉREA DE TELEFONE                                                                                                                                                                                                                UN        1.525,65        cpos 
9002001   ELETRODUTO DE PVC RÍGIDO, ROSCÁVEL - 20MM (1/2")                                                                                                                                                                                         M         23,06           cpos 
9002002   ELETRODUTO DE PVC RÍGIDO, ROSCÁVEL - 25MM (3/4")                                                                                                                                                                                         M         23,82           cpos 
9002003   ELETRODUTO DE PVC RÍGIDO, ROSCÁVEL - 32MM (1")                                                                                                                                                                                           M         26,60           cpos 
9002004   ELETRODUTO DE PVC RÍGIDO, ROSCÁVEL - 40MM (1 1/4")                                                                                                                                                                                       M         40,39           cpos 
9002005   ELETRODUTO DE PVC RÍGIDO, ROSCÁVEL - 50MM (1 1/2")                                                                                                                                                                                       M         40,89           cpos 
9002006   ELETRODUTO DE PVC RÍGIDO, ROSCÁVEL - 60MM (2")                                                                                                                                                                                           M         44,57           cpos 
9002007   ELETRODUTO DE PVC RÍGIDO, ROSCÁVEL - 75MM (2 1/2")                                                                                                                                                                                       M         66,80           cpos 
9002008   ELETRODUTO DE PVC RÍGIDO, ROSCÁVEL - 85MM (3")                                                                                                                                                                                           M         79,40           cpos 
9002009   ELETRODUTO DE PVC RÍGIDO, ROSCÁVEL - 110MM (4")                                                                                                                                                                                          M         101,50          cpos 
9002011   ELETRODUTO DE AÇO GALVANIZADO ELETROLÍTICO, TIPO LEVE I - 3/4"                                                                                                                                                                           M         39,78           cpos 
9002012   ELETRODUTO DE AÇO GALVANIZADO ELETROLÍTICO, TIPO LEVE I - 1"                                                                                                                                                                             M         43,03           cpos 
9002013   ELETRODUTO DE AÇO GALVANIZADO ELETROLÍTICO, TIPO LEVE I - 1 1/4"                                                                                                                                                                         M         61,54           cpos 
9002014   ELETRODUTO DE AÇO GALVANIZADO ELETROLÍTICO, TIPO LEVE I - 1 1/2"                                                                                                                                                                         M         64,52           cpos 
9002015   ELETRODUTO DE AÇO GALVANIZADO ELETROLÍTICO, TIPO LEVE I - 2"                                                                                                                                                                             M         79,77           cpos 
9002016   ELETRODUTO DE AÇO GALVANIZADO ELETROLÍTICO, TIPO LEVE I - 2 1/2"                                                                                                                                                                         M         105,03          cpos 
9002017   ELETRODUTO DE AÇO GALVANIZADO ELETROLÍTICO, TIPO LEVE I - 3"                                                                                                                                                                             M         113,43          cpos 
9002019   ELETRODUTO DE AÇO GALVANIZADO ELETROLÍTICO, TIPO LEVE I - 4"                                                                                                                                                                             M         132,80          cpos 
9002020   ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 1/2"                                                                                                                                                                     M         30,59           cpos 
9002021   ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 3/4"                                                                                                                                                                     M         33,04           cpos 
9002023   ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 1 1/4"                                                                                                                                                                   M         65,34           cpos 
9002024   ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 1 1/2"                                                                                                                                                                   M         47,35           cpos 
9002025   ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 2"                                                                                                                                                                       M         75,49           cpos 
9002026   ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 2 1/2"                                                                                                                                                                   M         113,45          cpos 
9002027   ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 3"                                                                                                                                                                       M         127,87          cpos 
9002029   ELETRODUTO DE AÇO GALVANIZADO A FOGO, TIPO SEMI-PESADO/ MÉDIO - 4"                                                                                                                                                                       M         151,51          cpos 
9002051   ELETRODUTO DE POLIETILENO FLEXÍVEL, ALTA RESISTÊNCIA - 3"                                                                                                                                                                                M         51,21           cpos 
9002052   ELETRODUTO DE POLIETILENO FLEXÍVEL, ALTA RESISTÊNCIA - 4"                                                                                                                                                                                M         54,58           cpos 
9002053   ELETRODUTO DE POLIETILENO FLEXÍVEL, ALTA RESISTÊNCIA - 2"                                                                                                                                                                                M         34,78           cpos 
9002054   ELETRODUTO DE PVC CORRUGADO REFORÇADO, ANTICHAMA - 20MM (1/2")                                                                                                                                                                           M         9,19            cpos 
9002055   ELETRODUTO DE PVC CORRUGADO REFORÇADO, ANTICHAMA - 25MM (3/4")                                                                                                                                                                           M         9,75            cpos 
